content_id,answer,annotator_id,session_id,time_spent,timestamp,model_id,input_type
gpt-4.1_video_youtube_rate_204,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:35.228840,gpt-4.1,video
gpt-4.1_video_youtube_rate_205,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:36.320589,gpt-4.1,video
gpt-4.1_video_youtube_rate_206,['None'],tester1,session_1760434389382,2,2025-10-14T09:38:38.560024,gpt-4.1,video
gpt-4.1_video_youtube_rate_207,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:39.543206,gpt-4.1,video
gpt-4.1_video_youtube_rate_208,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:40.548813,gpt-4.1,video
gpt-4.1_video_youtube_rate_209,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:41.384939,gpt-4.1,video
gpt-4.1_video_youtube_rate_210,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:42.245305,gpt-4.1,video
gpt-4.1_video_youtube_rate_211,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:43.058377,gpt-4.1,video
gpt-4.1_video_youtube_rate_212,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:43.935175,gpt-4.1,video
gpt-4.1_video_youtube_rate_213,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:44.800032,gpt-4.1,video
gpt-4.1_video_youtube_rate_214,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:45.870601,gpt-4.1,video
gpt-4.1_video_youtube_rate_215,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:46.869509,gpt-4.1,video
gpt-4.1_video_youtube_rate_216,['None'],tester1,session_1760434389382,2,2025-10-14T09:38:48.465060,gpt-4.1,video
gpt-4.1_video_youtube_rate_217,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:49.276624,gpt-4.1,video
gpt-4.1_video_youtube_rate_218,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:50.214985,gpt-4.1,video
gpt-4.1_video_youtube_rate_219,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:51.290521,gpt-4.1,video
gpt-4.1_video_youtube_rate_220,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:52.266976,gpt-4.1,video
gpt-4.1_video_youtube_rate_221,['None'],tester1,session_1760434389382,2,2025-10-14T09:38:53.986455,gpt-4.1,video
gpt-4.1_video_youtube_rate_222,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:54.954988,gpt-4.1,video
gpt-4.1_video_youtube_rate_223,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:55.993029,gpt-4.1,video
gpt-4.1_video_youtube_rate_224,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:57.093691,gpt-4.1,video
gpt-4.1_video_youtube_rate_225,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:58.247405,gpt-4.1,video
gpt-4.1_video_youtube_rate_226,['None'],tester1,session_1760434389382,1,2025-10-14T09:38:59.347376,gpt-4.1,video
gpt-4.1_video_youtube_rate_227,['None'],tester1,session_1760434389382,1,2025-10-14T09:39:00.688564,gpt-4.1,video
gpt-4.1_video_youtube_rate_228,['None'],tester1,session_1760434389382,8,2025-10-14T09:39:08.681675,gpt-4.1,video
gpt-4.1_video_youtube_rate_229,['None'],tester1,session_1760434389382,4,2025-10-14T09:39:12.460824,gpt-4.1,video
gpt-4.1_video_youtube_rate_230,['None'],tester1,session_1760434389382,3,2025-10-14T09:39:15.644995,gpt-4.1,video
